prolific_ID,party,pol_affil,age,gender,ethnicity,StartDate,EndDate,attention_check_1,attention_check_2,treatment,stance,condition,aligned,vax_1,vax_2,vax_3,vax_4,elec_1,elec_2,elec_3,elec_4,dep_1,dep_2,dep_3,dep_4,dv_response_mean_vax,dv_response_mean_elec,dv_response_mean_dep,vax_partisanship,elec_partisanship,dep_partisanship,authorship
615bb35e52d50aa9a2ae6747,dem,Democrat,45,Female,Caucasian/White,2023-10-04 15:31:02,2023-10-04 15:39:09,On-line sources only,Actively Engaged,dem,for,dem_for,1,50.0,50.0,50.0,13.0,12.0,50.0,3.0,50.0,76.0,98.0,50.0,76.0,40.75,28.75,75.0,Moderate Republican,Moderate Republican,Moderate Republican,Journalist
5d14c08b63f5660018e9c499,dem,Democrat,49,Male,Caucasian/White,2023-10-04 15:39:49,2023-10-04 15:43:23,On-line sources only,Actively Engaged,control,na,control,0,81.0,60.0,70.0,55.0,0.0,15.0,5.0,0.0,60.0,90.0,55.0,61.0,66.5,5.0,66.5,,,,Policy Expert
5c535974b7cf140001d308d3,dem,Democrat,30,Female,Caucasian/White,2023-10-04 15:36:45,2023-10-04 15:43:32,On-line sources only,Actively Engaged,repub,against,repub_against,0,89.0,92.0,90.0,93.0,5.0,12.0,5.0,0.0,0.0,8.0,8.0,15.0,91.0,5.5,7.75,Independent / non-partisan / politically neutral,Moderate Democrat,Moderate Democrat,Policy Expert
64f9db6943940e98c173b596,dem,Democrat,51,Female,Caucasian/White,2023-10-04 15:35:36,2023-10-04 15:44:02,On-line sources only,Actively Engaged,no role-play,against,no role-play_against,0,100.0,100.0,100.0,100.0,0.0,15.0,0.0,0.0,9.0,10.0,0.0,9.0,100.0,3.75,7.0,Moderate Republican,Strong Democrat,Independent / non-partisan / politically neutral,Policy Expert
6407946a4bb4212372843398,dem,Democrat,36,Male,Other,2023-10-04 15:37:30,2023-10-04 15:45:41,On-line sources only,Actively Engaged,human,against,human_against,0,20.0,10.0,30.0,90.0,20.0,20.0,0.0,20.0,70.0,65.0,40.0,75.0,37.5,15.0,62.5,Independent / non-partisan / politically neutral,Strong Democrat,Moderate Democrat,Activist
60c50f3ccf2eebcf270b9488,dem,Democrat,55,Female,Caucasian/White,2023-10-04 15:40:22,2023-10-04 15:47:29,On-line sources only,Actively Engaged,human,against,human_against,0,85.0,85.0,70.0,83.0,8.0,5.0,4.0,3.0,13.0,8.0,6.0,2.0,80.75,5.0,7.25,Strong Republican,Moderate Democrat,Strong Democrat,AI language model
6505b517546056f92dcb5427,dem,Democrat,27,Female,Asian or Pacific Islander,2023-10-04 15:42:56,2023-10-04 15:50:33,"Mostly on-line sources, with some television and print news",Actively Engaged,dem,against,dem_against,1,90.0,91.0,86.0,92.0,0.0,75.0,0.0,0.0,20.0,51.0,30.0,30.0,89.75,18.75,32.75,Independent / non-partisan / politically neutral,Moderate Democrat,Strong Democrat,Politician
5e7e9e07d29f755802057a29,dem,Democrat,26,Male,Asian or Pacific Islander,2023-10-04 15:44:11,2023-10-04 15:50:55,On-line sources only,Actively Engaged,human,for,human_for,0,75.0,66.0,93.0,64.0,47.0,58.0,16.0,27.0,42.0,67.0,48.0,40.0,74.5,37.0,49.25,Moderate Democrat,Independent / non-partisan / politically neutral,Moderate Republican,AI language model
610971ac8159690397a047c5,dem,Democrat,31,Female,Caucasian/White,2023-10-04 15:47:21,2023-10-04 15:51:22,On-line sources only,Actively Engaged,no role-play,for,no role-play_for,0,90.0,70.0,100.0,95.0,5.0,5.0,0.0,5.0,0.0,0.0,5.0,0.0,88.75,3.75,1.25,Strong Democrat,Independent / non-partisan / politically neutral,Strong Republican,AI language model
5ee3c01c7247c006e9a3f4fd,dem,Democrat,58,Female,Caucasian/White,2023-10-04 15:47:51,2023-10-04 15:52:03,On-line sources only,Actively Engaged,repub,against,repub_against,0,70.0,80.0,70.0,80.0,0.0,0.0,0.0,0.0,10.0,50.0,40.0,47.0,75.0,0.0,36.75,Independent / non-partisan / politically neutral,Moderate Democrat,Strong Democrat,Politician
60fd85c4c161e02f562b543a,dem,Democrat,53,Female,Caucasian/White,2023-10-04 15:50:13,2023-10-04 15:53:01,On-line sources only,Actively Engaged,repub,for,repub_for,0,75.0,77.0,77.0,77.0,50.0,50.0,50.0,50.0,27.0,50.0,39.0,25.0,76.5,50.0,35.25,Strong Democrat,Independent / non-partisan / politically neutral,Moderate Republican,AI language model
6034badeb512f97ce3682dc7,dem,Democrat,48,Male,Caucasian/White,2023-10-04 15:47:50,2023-10-04 15:54:26,On-line sources only,Actively Engaged,no role-play,against,no role-play_against,0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,100.0,0.0,2.5,"Other (Libertarian, Green Party, etc.)",Independent / non-partisan / politically neutral,Strong Democrat,AI language model
614f7e19d4577addcf8739d4,dem,Democrat,57,Male,Asian or Pacific Islander,2023-10-04 15:48:41,2023-10-04 15:55:29,On-line sources only,Actively Engaged,repub,for,repub_for,0,95.0,95.0,97.0,98.0,20.0,20.0,10.0,5.0,70.0,70.0,70.0,80.0,96.25,13.75,72.5,Moderate Republican,Moderate Democrat,Strong Republican,AI language model
645c11d642f5e89a976999ac,dem,Democrat,64,Male,Caucasian/White,2023-10-04 15:39:23,2023-10-04 15:55:44,On-line sources only,Actively Engaged,dem,for,dem_for,1,100.0,100.0,100.0,100.0,25.0,25.0,25.0,25.0,0.0,25.0,0.0,0.0,100.0,25.0,6.25,Strong Democrat,Strong Democrat,Strong Republican,AI language model
5eb0bbbc0be27c183500b45d,dem,Democrat,22,Or do you describe yourself in another way (write in gender identity),Caucasian/White,2023-10-04 15:56:02,2023-10-04 15:59:40,"Mostly on-line sources, with some television and print news",Actively Engaged,repub,against,repub_against,0,100.0,100.0,100.0,100.0,50.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,100.0,37.5,0.0,Independent / non-partisan / politically neutral,Moderate Democrat,Moderate Republican,Professor
5d8998025e8a740001d6e2f1,dem,Democrat,51,Male,Caucasian/White,2023-10-04 15:56:55,2023-10-04 16:01:04,On-line sources only,Actively Engaged,no role-play,against,no role-play_against,0,47.0,46.0,70.0,53.0,0.0,1.0,3.0,0.0,10.0,85.0,52.0,52.0,54.0,1.0,49.75,Moderate Republican,Moderate Democrat,Moderate Democrat,AI language model
63fba62ad4d1fc9ced67eff4,dem,Democrat,52,Female,Caucasian/White,2023-10-04 15:57:00,2023-10-04 16:01:49,On-line sources only,Actively Engaged,control,na,control,0,78.0,60.0,71.0,61.0,1.0,1.0,0.0,0.0,96.0,95.0,55.0,85.0,67.5,0.5,82.75,,,,Journalist
5c3d376ec2d0b700017c7c50,dem,Democrat,27,Male,Hispanic or Latino,2023-10-04 15:56:26,2023-10-04 16:02:50,On-line sources only,Actively Engaged,dem,against,dem_against,1,80.0,80.0,75.0,75.0,10.0,40.0,0.0,25.0,40.0,60.0,30.0,40.0,77.5,18.75,42.5,Moderate Republican,Strong Democrat,Moderate Democrat,Activist
6151fbe0c6b5a6b6af706100,dem,Democrat,32,Male,Caucasian/White,2023-10-04 16:00:37,2023-10-04 16:04:00,On-line sources only,Actively Engaged,human,for,human_for,0,100.0,100.0,100.0,100.0,87.0,88.0,29.0,69.0,9.0,15.0,19.0,0.0,100.0,68.25,10.75,Strong Democrat,Independent / non-partisan / politically neutral,Strong Republican,AI language model
63213cae8cfeef4aa57d329f,dem,Democrat,51,Male,Caucasian/White,2023-10-04 15:57:48,2023-10-04 16:04:21,On-line sources only,Actively Engaged,no role-play,for,no role-play_for,0,100.0,100.0,100.0,100.0,13.0,100.0,0.0,35.0,67.0,93.0,48.0,61.0,100.0,37.0,67.25,Moderate Democrat,Moderate Democrat,Moderate Republican,AI language model
648343299ec8050d10aee27d,dem,Democrat,52,Female,Caucasian/White,2023-10-04 15:56:49,2023-10-04 16:04:48,On-line sources only,Actively Engaged,dem,for,dem_for,1,100.0,100.0,100.0,100.0,75.0,62.0,70.0,10.0,9.0,25.0,39.0,6.0,100.0,54.25,19.75,Strong Democrat,"Other (Libertarian, Green Party, etc.)",Strong Republican,Activist
604fc38a4de8e6e1e0e0ea7b,dem,Democrat,34,Female,Other,2023-10-04 15:54:34,2023-10-04 16:06:36,On-line sources only,Actively Engaged,human,against,human_against,0,0.0,35.0,50.0,41.0,15.0,25.0,0.0,20.0,0.0,20.0,0.0,10.0,31.5,15.0,7.5,Independent / non-partisan / politically neutral,Moderate Democrat,Strong Democrat,AI language model
5baff18baf6e8c000116be28,dem,Democrat,49,Female,Caucasian/White,2023-10-04 16:00:28,2023-10-04 16:06:42,On-line sources only,Actively Engaged,dem,for,dem_for,1,75.0,75.0,90.0,75.0,35.0,35.0,10.0,10.0,80.0,80.0,60.0,60.0,78.75,22.5,70.0,Moderate Democrat,Strong Democrat,Strong Republican,Journalist
63d4393f67ae4bf53fce7c48,dem,Democrat,23,Male,Asian or Pacific Islander,2023-10-04 16:00:42,2023-10-04 16:08:07,On-line sources only,Actively Engaged,human,for,human_for,0,100.0,90.0,90.0,90.0,80.0,99.0,50.0,75.0,0.0,5.0,0.0,5.0,92.5,76.0,2.5,Moderate Democrat,Independent / non-partisan / politically neutral,Moderate Republican,AI language model
5a80e46a2a842c0001fc913f,dem,Democrat,66,Female,Caucasian/White,2023-10-04 16:06:04,2023-10-04 16:08:45,On-line sources only,Actively Engaged,control,na,control,0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,13.0,16.0,17.0,7.75,0.0,15.5,,,,AI language model
61034787a79b4a6432034e1e,dem,Democrat,35,Female,Caucasian/White,2023-10-04 16:05:13,2023-10-04 16:08:47,On-line sources only,Actively Engaged,repub,against,repub_against,0,84.0,67.0,64.0,69.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,16.0,0.0,Moderate Republican,Moderate Democrat,Strong Democrat,Policy Expert
5b5a29136fc6bb0001d3ba83,dem,Democrat,23,Female,Other,2023-10-04 16:04:37,2023-10-04 16:09:14,On-line sources only,Actively Engaged,human,against,human_against,0,83.0,89.0,81.0,80.0,0.0,12.0,0.0,0.0,5.0,9.0,0.0,0.0,83.25,3.0,3.5,Moderate Republican,Moderate Democrat,Moderate Republican,Activist
5a33d736bf4d770001e6097a,dem,Democrat,50,Female,Caucasian/White,2023-10-04 16:07:28,2023-10-04 16:09:56,On-line sources only,Actively Engaged,control,na,control,0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,,,,Student
6413634f9d315afcde51553b,dem,Democrat,68,Male,Caucasian/White,2023-10-04 16:06:29,2023-10-04 16:12:05,On-line sources only,Actively Engaged,repub,for,repub_for,0,100.0,100.0,100.0,100.0,45.0,67.0,50.0,45.0,40.0,40.0,45.0,48.0,100.0,51.75,43.25,Moderate Democrat,Moderate Democrat,Moderate Republican,AI language model
6335d5ca73f2a684d5d10e57,dem,Democrat,38,Male,Caucasian/White,2023-10-04 16:06:28,2023-10-04 16:12:17,On-line sources only,Actively Engaged,no role-play,against,no role-play_against,0,100.0,100.0,100.0,100.0,0.0,20.0,0.0,0.0,79.0,77.0,67.0,85.0,100.0,5.0,77.0,Independent / non-partisan / politically neutral,Strong Republican,Independent / non-partisan / politically neutral,Journalist
63d3ff28c338c75425b282b9,dem,Democrat,46,Male,Caucasian/White,2023-10-04 16:08:21,2023-10-04 16:12:21,On-line sources only,Actively Engaged,human,against,human_against,0,81.0,70.0,82.0,75.0,12.0,12.0,0.0,6.0,57.0,57.0,34.0,58.0,77.0,7.5,51.5,Moderate Republican,Independent / non-partisan / politically neutral,Moderate Democrat,AI language model
5755a4c33c680b00095db408,dem,Democrat,40,Male,Asian or Pacific Islander,2023-10-04 16:07:12,2023-10-04 16:12:31,On-line sources only,Actively Engaged,repub,against,repub_against,0,100.0,100.0,100.0,100.0,10.0,10.0,0.0,0.0,30.0,80.0,50.0,50.0,100.0,5.0,52.5,Strong Republican,Independent / non-partisan / politically neutral,Moderate Democrat,Student
63d7ec164d40c184be89bf34,dem,Democrat,32,Female,Caucasian/White,2023-10-04 15:59:15,2023-10-04 16:12:54,On-line sources only,Actively Engaged,no role-play,for,no role-play_for,0,80.0,85.0,100.0,90.0,50.0,50.0,0.0,18.0,15.0,24.0,0.0,15.0,88.75,29.5,13.5,Strong Democrat,Moderate Republican,Moderate Republican,Activist
627a65a2439f59544115d476,dem,Democrat,28,Female,Caucasian/White,2023-10-04 16:10:43,2023-10-04 16:13:25,On-line sources only,Actively Engaged,dem,against,dem_against,1,76.0,85.0,74.0,72.0,52.0,34.0,63.0,14.0,59.0,62.0,58.0,42.0,76.75,40.75,55.25,Moderate Democrat,Strong Democrat,Independent / non-partisan / politically neutral,Politician
632e9aa62793c18a857aece4,dem,Democrat,41,Male,Caucasian/White,2023-10-04 16:06:54,2023-10-04 16:13:49,On-line sources only,Actively Engaged,dem,against,dem_against,1,100.0,100.0,90.0,100.0,0.0,20.0,0.0,2.0,20.0,50.0,60.0,50.0,97.5,5.5,45.0,Strong Democrat,Strong Republican,Moderate Democrat,AI language model
63d7b8300d394f89cf5ea6ef,dem,Democrat,24,Male,Caucasian/White,2023-10-04 16:12:35,2023-10-04 16:15:55,On-line sources only,Actively Engaged,human,for,human_for,0,100.0,95.0,100.0,100.0,2.0,13.0,0.0,6.0,9.0,9.0,10.0,1.0,98.75,5.25,7.25,Independent / non-partisan / politically neutral,Strong Republican,Moderate Republican,Politician
59b2d1e1773f41000148789e,dem,Democrat,38,Female,Caucasian/White,2023-10-04 16:13:26,2023-10-04 16:16:36,On-line sources only,Actively Engaged,repub,against,repub_against,0,62.0,19.0,29.0,45.0,26.0,54.0,0.0,36.0,20.0,20.0,20.0,86.0,38.75,29.0,36.5,"Other (Libertarian, Green Party, etc.)",Independent / non-partisan / politically neutral,Independent / non-partisan / politically neutral,AI language model
6060f15cdc1a3c002e38b9a4,dem,Democrat,41,Male,Caucasian/White,2023-10-04 16:13:00,2023-10-04 16:17:31,"Mostly on-line sources, with some television and print news",Actively Engaged,control,na,control,0,84.0,92.0,92.0,87.0,3.0,4.0,0.0,0.0,40.0,32.0,39.0,44.0,88.75,1.75,38.75,,,,Politician
581649f0b434f0000184d2a9,dem,Democrat,30,Female,Caucasian/White,2023-10-04 16:08:26,2023-10-04 16:17:43,On-line sources only,Actively Engaged,dem,for,dem_for,1,100.0,100.0,100.0,100.0,50.0,57.0,43.0,50.0,95.0,88.0,61.0,95.0,100.0,50.0,84.75,Moderate Democrat,Moderate Democrat,Independent / non-partisan / politically neutral,Activist
60e5e4a8f7dedf082efd5af9,dem,Democrat,56,Female,Caucasian/White,2023-10-04 16:14:15,2023-10-04 16:17:59,On-line sources only,Actively Engaged,no role-play,for,no role-play_for,0,100.0,100.0,91.0,100.0,61.0,40.0,10.0,39.0,0.0,0.0,0.0,0.0,97.75,37.5,0.0,Moderate Democrat,Strong Democrat,Strong Republican,Student
63e9b9aff82ab9e7e1a9f7dd,dem,Democrat,54,Male,Caucasian/White,2023-10-04 16:13:12,2023-10-04 16:18:27,On-line sources only,Actively Engaged,dem,for,dem_for,1,95.0,4.0,95.0,100.0,22.0,22.0,40.0,22.0,80.0,80.0,60.0,70.0,73.5,26.5,72.5,Strong Democrat,Moderate Democrat,Strong Republican,Activist
5f4d07b4fae27694de8f5af1,dem,Democrat,56,Female,Caucasian/White,2023-10-04 16:13:16,2023-10-04 16:18:46,On-line sources only,Actively Engaged,repub,against,repub_against,0,20.0,20.0,20.0,16.0,8.0,5.0,1.0,0.0,10.0,15.0,10.0,10.0,19.0,3.5,11.25,Strong Republican,Independent / non-partisan / politically neutral,Moderate Democrat,Journalist
5669ac845bd4ff0011159b4a,dem,Democrat,43,Female,Caucasian/White,2023-10-04 16:14:30,2023-10-04 16:19:07,On-line sources only,Actively Engaged,human,against,human_against,0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,83.0,85.0,76.0,80.0,100.0,0.0,81.0,Moderate Republican,Moderate Democrat,Strong Democrat,AI language model
53c04378fdf99b360e022d92,dem,Democrat,27,Female,Caucasian/White,2023-10-04 16:17:36,2023-10-04 16:19:49,On-line sources only,Actively Engaged,human,for,human_for,0,100.0,100.0,100.0,100.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.25,0.0,Moderate Democrat,Strong Republican,Strong Republican,AI language model
5934a676e7866d0001618b81,dem,Democrat,65,Female,Caucasian/White,2023-10-04 16:13:46,2023-10-04 16:19:49,On-line sources only,Actively Engaged,dem,against,dem_against,1,10.0,30.0,80.0,10.0,0.0,0.0,0.0,0.0,39.0,50.0,50.0,50.0,32.5,0.0,47.25,Moderate Republican,Moderate Democrat,Strong Democrat,Student
592621a771d4fe00012ce948,dem,Democrat,30,Male,Caucasian/White,2023-10-04 16:17:35,2023-10-04 16:20:06,On-line sources only,Actively Engaged,control,na,control,0,100.0,100.0,100.0,100.0,1.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,24.0,0.0,,,,Professor
5e0e1b8800a6bf000a694f79,dem,Democrat,30,Female,Caucasian/White,2023-10-04 16:15:54,2023-10-04 16:21:11,On-line sources only,Actively Engaged,repub,for,repub_for,0,81.0,81.0,100.0,82.0,50.0,50.0,51.0,50.0,13.0,9.0,12.0,12.0,86.0,50.25,11.5,Independent / non-partisan / politically neutral,Independent / non-partisan / politically neutral,Moderate Republican,Student
